,id,blitz_games,blitz_rating,rapid_games,rapid_rating,bullet_games,bullet_rating,country
1494,michumiszczu,8311,2335,986,2400,2383,2273,PL
1495,ranga2002,1805,2301,524,2280,2406,2204,UK
1496,shanem123,4013,2444,275,2371,17371,2313,IE
1497,bot_mcbotface,348,2608,187,2600,286,2647,SE
1498,chesspower24,3520,2252,268,2313,2175,2138,IN
1499,mike14gr,641,2205,668,2431,606,2021,GR
1500,kiddomania,14176,2292,694,2388,3509,2064,ZA
1501,robinsjp,861,2208,574,2330,33568,2123,GB
1502,davieskakra,12721,2238,2852,2214,3946,2133,ZM
1503,speedyplot,730,2309,191,2437,5001,2328,US
1504,rar_nagibator2008,972,2251,275,2155,2145,2072,IT
1505,iamjval,864,2278,418,2114,109,2065,IN
1506,majdsarhan,11929,2223,731,2198,1886,2166,PS
1507,luckyowl,2383,2336,135,2154,3271,2381,HU
1508,ritchiejamesabeleda,5254,2419,629,2382,17571,2484,PH
1509,cemcekli,4005,2239,154,2215,5509,2218,TR
1510,abyjith,8054,2218,736,2146,6510,2369,IN
1511,andrzejwuj94,7508,2372,198,2290,985,2025,PL
1512,ahmedmoataz,8509,2302,604,2007,1873,2060,EG
1513,hjosic,112,2348,143,2211,513,2320,HR
1514,kingfischer007,2278,2264,832,2380,1763,2186,IN
1515,michaeljoshua,2309,2500,301,2535,2506,2306,PH
1516,waldevarad,4949,2254,348,2045,3404,2213,IN
1517,rajmithun,10022,2300,110,2222,15784,2300,IN
1518,thechesslobster,2246,2257,1258,2326,984,2141,US
1519,shuouma2,8652,2208,2067,2302,2182,2195,MA
1520,khalil-mamane,24561,2354,762,2138,320,1816,FR
1521,aljopeljhan,1584,2356,178,2292,15838,2411,SI
1522,j3742,2146,2244,192,2344,10217,2344,US
1523,faryma,5909,2270,3375,2135,2918,2101,UA
1524,messiah_of_chess,18044,2300,153,2253,596,2110,EG
1525,miniond,3276,2280,1082,2246,14367,2283,RU
1526,angbx,1186,2259,101,2160,348,2050,SG
1527,lucailmagno2005,1277,2201,223,2329,574,2203,IT
1528,ediboss21,4831,2366,116,2138,21223,2393,AQ
1529,cebokhumalo,4956,2397,429,2068,5472,2156,ZA
1530,lilanarus,9757,2270,516,2312,10316,2400,DE
1531,ruize,3693,2305,352,2312,3950,2271,MX
1532,narcissexxx,7490,2264,967,2276,852,1803,ZW
1533,kaido_dragon,394,2300,119,1822,504,2229,IQ
1534,speedmonster1,2155,2201,160,2078,897,2076,RU
1535,arthikan,2481,2250,531,2126,454,1977,LK
1536,chessislife64,712,2233,159,2017,1166,2157,IN
1537,gustavoparreira1351,4820,2230,1524,2228,5210,2242,BR
1538,jigsaw123,7371,2373,109,2158,2619,2229,EG
1539,gaudeoo,2685,2223,1045,2204,5547,2222,DE
1540,nightrain20,2602,2234,5368,2380,1458,2048,GR
1541,masonbrouwer,3936,2363,170,2328,933,2240,NL
1542,itai,1407,2227,428,2051,3108,2179,IL
1543,tebza_amg63,6056,2225,306,2237,4346,1998,ZA
1544,heinenj,3514,2500,769,2298,2603,2298,NO
1545,m80_11m,17491,2217,2786,2161,4846,2005,NG
1546,gyahsurvivorhwg,474,2336,319,2150,286,2171,PH
1547,ameeralsallehi,39701,2324,262,2160,1029,1996,IQ
1548,ericrosen,4842,2645,869,2609,14332,2756,US
1549,shunzhu22,20097,2256,950,2091,14468,1978,US
1550,askamundsen123,7103,2307,504,2270,22110,2370,NO
1551,flyfire,18942,2203,643,2071,4612,2108,EG
1552,madnutella,1044,2277,215,2214,2991,2456,PW
1553,song_of_ice_and_fire,3926,2391,159,2229,25274,2377,IR
1554,anudeepanoop,2336,2206,282,2307,2078,2093,IN
1555,sriramadarsh,683,2202,508,2293,1473,2057,IN
1556,nathanael2004,518,2255,117,2239,802,2108,CA
1557,loristaka17,2911,2229,458,2248,916,2064,DJ
1558,alexchess05,2168,2381,164,2463,3151,2354,NO
1559,r-grey09,2240,2263,265,2261,2165,2106,PH
1560,skillerbabo,2949,2600,581,2550,8311,2531,DE
1561,lennor17,4574,2317,218,2375,15769,2401,AE
1562,justieee,2524,2250,228,2338,3676,2091,IN
1563,daniel_el_canario,1882,2215,239,2271,5081,2218,ES
1564,allmighty,4762,2410,102,2203,2819,2149,HR
1565,bedrooooooo,3719,2201,421,2381,19018,2128,MA
1566,jimmy-0,861,2338,120,2450,3928,2517,FI
1567,kouoibertrand,1984,2302,456,2348,5696,2323,FR
1568,biffel,2536,2398,147,2301,1033,2242,DE
1569,n00bmeister,684,2263,4242,2104,18956,2270,LB
1570,shpylykruslan,656,2283,1136,2341,449,2056,UA
1571,derdoctor,1850,2351,328,2403,1623,2305,DE
1572,rognort,6841,2233,115,2155,731,2018,CZ
1573,che554life,5186,2205,603,2206,5440,2210,AR
1574,futurewcc,1227,2630,366,2282,273,2468,NO
1575,ireonus,10041,2236,458,2285,1599,2117,ZA
