,gameid,white_id,white_rating,white_country,white_games,white_win_last_10,white_inaccuracies,white_mistakes,white_blunder,white_acpl,black_id,black_rating,black_country,black_games,black_win_last_10,black_inaccuracies,black_mistakes,black_blunder,black_acpl,game_type,opening,winner,win_by
7355,Y6nsJpFI,ts-ale2005,2174,GE,802.0,1632488330204,0,0,2,54,rmynala,2170,IN,670.0,-1,2,0,0,17,rapid,Ruy Lopez: Berlin Defense,black,mate
7356,OBuSYRmP,courage212,2124,GB,2182.0,1632240928276,2,2,4,44,ts-ale2005,2140,GE,802.0,-1,3,1,4,63,rapid,Alekhine Defense: Four Pawns Attack,white,resign
7357,BAXrar5w,ts-ale2005,2127,GE,802.0,1632229403524,3,0,4,67,oltumen,2149,RU,639.0,-1,3,2,1,34,rapid,Scandinavian Defense: Main Line,black,resign
7358,SQdVKvs6,milovichalex,2363,AZ,5081.0,1636984545230,3,2,3,110,hmohamed710,2301,EG,10788.0,-1,3,2,2,71,blitz,"Sicilian Defense: Accelerated Dragon, Exchange Variation",black,mate
7359,gLk56mWb,hazzibaba,2329,TG,5612.0,1636944509166,2,2,5,84,hmohamed710,2295,EG,10788.0,-1,2,2,3,52,blitz,Old Indian Defense,black,resign
7360,MHa8pEw5,luizbuganca,2343,BR,2252.0,1636937595574,1,0,0,26,hmohamed710,2281,EG,10788.0,-1,1,2,1,68,blitz,"Sicilian Defense: Dragon Variation, Modern Bc4 Variation",white,resign
7361,WxRfRBiR,danash3,2285,LT,6524.0,1636909556431,5,0,5,134,hmohamed710,2279,EG,10788.0,-1,2,2,3,99,blitz,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,black,resign
7362,KGc1c5n6,hmohamed710,2257,EG,10788.0,1636645216268,0,3,3,34,borja91,2230,ES,3652.0,-1,7,0,3,59,blitz,"French Defense: Advance Variation, Nimzowitsch System",white,mate
7363,rSfUG1ed,koruga,2245,DE,3295.0,1636462723166,4,1,0,19,hmohamed710,2289,EG,10788.0,-1,4,3,1,42,blitz,Indian Defense: Wade-Tartakower Defense,white,outoftime
7364,SQbyGT5x,yosephkifle,2298,ET,6531.0,1639418803926,3,1,1,37,mozgun,2257,RU,3214.0,-1,1,2,3,54,blitz,"Sicilian Defense: Accelerated Dragon, Exchange Variation",white,outoftime
7365,F2ajKedV,edikklok,2128,DE,7923.0,1639306432787,2,2,4,112,yosephkifle,2269,ET,6902.0,-1,3,0,7,148,bullet,Modern Defense: Beefeater Variation,white,outoftime
7366,aF0W2paY,yosephkifle,2293,ET,6531.0,1639305652786,1,2,1,61,pilot100,2368,PL,3818.0,-1,1,2,3,142,blitz,"Sicilian Defense: Closed, Traditional",white,resign
7367,0XESSYcL,yosephkifle,2287,ET,6902.0,1639069332393,6,2,4,156,mrstahlberg,2339,SE,4837.0,-1,4,3,4,122,bullet,Vienna Game,black,mate
7368,FnvUfNzS,thiago2014,2249,PE,18831.0,1638388120240,7,3,2,53,yosephkifle,2290,ET,6902.0,-1,4,1,2,31,bullet,Indian Defense,black,resign
7369,zvCSFEX7,soptik26,2190,CZ,990.0,1638264862864,3,3,0,23,yosephkifle,2281,ET,6902.0,-1,3,3,1,47,bullet,Zukertort Opening: Lemberger Gambit,white,mate
7370,9McYBsJk,headx86,2262,VN,2529.0,1638092215691,5,1,6,72,yosephkifle,2285,ET,6531.0,-1,1,1,7,85,blitz,Caro-Kann Defense: Tartakower Variation,white,outoftime
7371,rjEyXH9z,yosephkifle,2256,ET,6531.0,1638008342874,2,1,0,24,bobmoth,2272,UK,1045.0,-1,2,1,2,83,blitz,Czech Defense,white,resign
7372,ouMvgLhw,madabel,1894,ET,4421.0,1637834113297,0,1,2,81,yosephkifle,2292,ET,6531.0,-1,2,0,3,144,blitz,Indian Defense,white,resign
7373,gPNG5gzP,barsa_abasi,2150,IR,4585.0,1639500048588,5,1,4,116,lil_mark,2454,HR,15839.0,-1,1,0,3,130,bullet,Zukertort Opening: Quiet System,white,outoftime
7374,7Den6l1X,lil_mark,2431,HR,15839.0,1639498643301,1,3,5,206,catriel-lautaro,2047,AR,10927.0,-1,4,1,5,169,bullet,Old Indian Defense,black,mate
7375,eG0mv5JE,lil_mark,2396,HR,15839.0,1639432273185,1,1,6,125,desertbuj,2093,US,22208.0,-1,3,1,5,102,bullet,Blumenfeld Countergambit,black,outoftime
7376,EtG1oHRh,lil_mark,2336,HR,15839.0,1636070516019,1,0,2,59,henficher,2320,PE,2266.0,-1,5,0,3,76,bullet,"Sicilian Defense: Canal Attack, Main Line",white,outoftime
7377,0E6w1VUT,lil_mark,2362,HR,15839.0,1635428542789,1,2,2,19,mar_12_mar,2469,IR,11720.0,-1,5,4,2,34,bullet,French Defense: Horwitz Attack,white,outoftime
7378,A9ioUg2Y,lil_mark,2304,HR,6789.0,1634922012339,2,1,2,82,berislav222,2450,HR,1443.0,-1,0,0,1,32,blitz,Zukertort Opening,black,resign
7379,ArjY8hT5,adannatt26,1680,UK,1092.0,1638700077198,1,1,1,35,rwhite1970,2352,GB,555.0,-1,4,2,1,47,blitz,Zukertort Opening: Pirc Invitation,white,resign
7380,yCSBRttV,rwhite1970,2132,GB,711.0,1637336968140,3,0,0,18,kris42,2147,UA,1800.0,-1,3,0,1,61,bullet,Scandinavian Defense: Modern Variation,white,resign
7381,Me2H6mbD,omid_1998,2139,IR,8001.0,1637193091932,7,3,5,61,rwhite1970,2138,GB,711.0,-1,9,4,5,81,bullet,Italian Game,white,resign
7382,jOroTcF4,rwhite1970,2294,GB,555.0,1636314929660,5,1,0,23,abhicricket,1787,GB,145.0,-1,2,1,3,52,blitz,"Scotch Game: Scotch Gambit, Kingside Variation",white,mate
7383,OPA9mtng,kris42,2172,UA,1800.0,1634307606201,3,1,0,31,rwhite1970,2171,GB,711.0,-1,8,0,1,60,bullet,Philidor Defense: Lion Variation,white,resign
7384,EwicFVMQ,isimagen,1957,NO,6798.0,1630529146051,0,1,2,44,rwhite1970,2106,GB,711.0,-1,5,0,2,67,bullet,Indian Defense: Wade-Tartakower Defense,white,resign
7385,btF2R866,rwhite1970,2263,GB,555.0,1626631583421,3,3,5,77,slowguest,2298,CA,5485.0,-1,6,1,4,54,blitz,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",black,resign
7386,ru6XzsOq,kavyansaeidi02,2121,IR,615.0,1593890293544,2,0,2,22,doktorwho,2280,AT,540.0,-1,1,0,2,21,blitz,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",draw,draw
7387,ANDwfWjG,doktorwho,2287,AT,540.0,1593824179914,2,4,5,43,hamza1997,2031,MA,3028.0,-1,5,1,5,41,blitz,Queen's Pawn Game: Zukertort Variation,black,outoftime
7388,T8Rdm5pP,betka321,1909,PL,28816.0,1593703139617,9,4,4,67,doktorwho,2126,AT,3642.0,-1,11,3,8,78,bullet,Benoni Defense: Old Benoni,white,resign
7389,ncRsRAg1,doktorwho,2130,AT,3642.0,1589855996300,2,2,1,69,gaiuscaesars,2157,AX,18.0,-1,0,0,0,17,bullet,"Neo-Grünfeld Defense: Classical Variation, Modern Defense",black,resign
7390,tHF5FB2d,skhietzing,1738,AT,1893.0,1588965517359,3,3,1,54,doktorwho,2252,AT,540.0,-1,3,0,0,21,blitz,"French Defense: Classical Variation, Steinitz Variation",black,outoftime
7391,r7GY5UWX,ursul_brun,1827,RO,31383.0,1588595700689,4,1,5,82,doktorwho,2180,AT,3642.0,-1,2,0,4,52,bullet,Hungarian Opening,black,outoftime
7392,OZwSI50C,zorrito12,1147,PE,192.0,1587946269239,4,0,1,59,doktorwho,2174,AT,3642.0,-1,2,0,0,30,bullet,Horwitz Defense,black,outoftime
7393,sot7lkCA,doktorwho,2242,AT,3642.0,1585792760287,4,2,2,60,rei-naldo-aranda,2237,CO,212.0,-1,4,0,0,21,bullet,Queen's Pawn Game: Zukertort Variation,black,resign
7394,fjlUJjMQ,rei-naldo-aranda,2254,CO,212.0,1585792576159,5,0,4,90,doktorwho,2236,AT,3642.0,-1,3,1,2,59,bullet,Caro-Kann Defense: Breyer Variation,black,resign
7395,58xZjBUR,asa76,2413,TM,16381.0,1639337789154,2,1,0,24,przybylski07,2399,PL,6094.0,-1,4,1,2,64,bullet,Russian Game: Stafford Gambit,white,mate
7396,ghWvrn8M,howwouldyoufeel,2137,HU,50.0,1639311588340,3,2,0,58,przybylski07,2256,PL,431.0,-1,0,1,0,26,rapid,Queen's Pawn Game: London System,black,resign
7397,IJhFS4Zq,przybylski07,2252,PL,431.0,1639310821716,1,0,1,31,hilfsmatt,2124,DE,2516.0,-1,0,1,2,71,rapid,"Nimzowitsch Defense, Declined Variation",white,resign
7398,zXJed2bl,olik2007,1982,PL,1970.0,1639252374613,2,0,6,121,przybylski07,2204,PL,1296.0,-1,6,1,5,99,blitz,Polish Opening,black,outoftime
7399,WzOaMRZz,przemo79,2041,PL,468.0,1638994116040,8,4,9,111,przybylski07,2260,PL,431.0,-1,2,2,10,113,rapid,Queen's Pawn Game,draw,draw
7400,ScdBxSOH,torvik-1,2583,UA,7643.0,1638731750521,1,1,0,19,przybylski07,2182,PL,1296.0,-1,2,0,1,55,blitz,Benko Gambit Accepted: Fully Accepted Variation,white,mate
7401,hLNiMNJ2,przybylski07,2193,PL,1296.0,1638731491721,6,3,4,65,pistaco,1699,PE,2154.0,-1,6,1,2,44,blitz,Nimzo-Larsen Attack,black,mate
7402,23qiSsuD,przybylski07,2268,PL,431.0,1638481879655,4,3,0,67,schizophrenic_energy,2171,RU,163.0,-1,7,3,2,95,rapid,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",white,resign
7403,CnjDLybk,przybylski07,2265,PL,431.0,1638481502548,1,1,3,60,abu-joury,2094,SY,262.0,-1,3,0,3,97,rapid,"Sicilian Defense: Richter-Rauzer Variation, Dragon Variation",white,resign
7404,O59v8egL,a317,1651,UM,415.0,1638393946894,5,0,4,131,przybylski07,2265,PL,431.0,-1,0,2,2,100,rapid,Mieses Opening,black,mate
7405,YnaeHiEm,mahmoudsaleem2479649,2205,SY,911.0,1639500824204,3,2,3,112,ilarion579,2276,UA,532.0,-1,6,1,4,147,rapid,Pirc Defense: Classical Variation,white,resign
7406,THJ3O60h,ilarion579,2249,UA,532.0,1638885460596,4,1,1,67,xano2008,2248,LU,4158.0,-1,4,0,0,25,rapid,Four Knights Game: Spanish Variation,black,resign
7407,qKTYsEUm,ilarion579,2236,UA,532.0,1638726028041,5,4,1,32,sachypalka,2292,SK,3991.0,-1,4,1,2,54,rapid,Pirc Defense,white,resign
7408,teJPwEDf,jamestsherwin,2286,GB,8517.0,1638568276137,4,0,0,30,ilarion579,2240,UA,1447.0,-1,1,1,1,60,blitz,King's Indian Defense: Smyslov Variation,white,resign
7409,QTSRH3Tf,bosconhydraulics,2082,BA,886.0,1638213051935,4,2,5,73,pareyounet,2155,FR,708.0,-1,5,3,5,65,bullet,Zukertort Opening: Slav Invitation,white,outoftime
7410,ZF1DNCj4,pareyounet,2145,FR,708.0,1635176358300,4,2,1,59,artvandelay64,2214,AQ,20749.0,-1,1,1,3,99,bullet,Queen's Gambit Declined: Exchange Variation,white,mate
7411,Wc33pA3L,pareyounet,2186,FR,708.0,1635175962976,7,3,5,105,derberoi,1937,FR,7636.0,-1,7,2,4,84,bullet,Nimzowitsch Defense: French Connection,black,mate
7412,XLjXJZ35,anatoly1962,2246,RU,7058.0,1634729442498,3,1,0,18,pareyounet,2219,FR,3330.0,-1,2,2,0,17,blitz,French Defense: Two Knights Variation,draw,draw
7413,pcqTOX9D,pareyounet,2256,FR,3330.0,1630787272884,2,1,0,39,pason69,2358,SE,24954.0,-1,3,2,1,76,blitz,Nimzo-Indian Defense,white,resign
7414,IRWLkaZM,strongpiece,2202,PH,3064.0,1629979420751,2,1,1,28,pareyounet,2281,FR,3330.0,-1,5,3,1,55,blitz,Grünfeld Defense: Smyslov Defense,white,resign
7415,UNXhAMAC,schachkind,2263,UN,13032.0,1629978115458,3,1,1,39,pareyounet,2288,FR,3330.0,-1,5,0,3,59,blitz,"French Defense: Tarrasch Variation, Closed Variation",white,resign
7416,KLxQePxF,dream_goal_labor,2187,IN,44.0,1639295804155,3,5,5,82,capt_mjs98,2204,CA,419.0,-1,4,3,5,106,rapid,Sicilian Defense: Löwenthal Variation,white,resign
7417,0dJG4d2J,capt_mjs98,2204,CA,419.0,1639184127992,6,4,1,33,warelephants,2232,US,1052.0,-1,7,0,1,23,rapid,"Slav Defense: Quiet Variation, Schallopp Defense",black,resign
7418,CoEPaNf4,simulator-x,2321,NG,2765.0,1639089656193,9,1,5,69,capt_mjs98,2204,CA,4828.0,-1,7,2,4,53,blitz,Queen's Pawn Game: Zukertort Variation,black,resign
7419,L5kX8qIY,hesamzibaeesendi,2201,IR,1056.0,1638639530847,2,0,0,46,capt_mjs98,2145,CA,4828.0,-1,4,0,1,60,blitz,Queen's Pawn Game: Zukertort Variation,white,mate
7420,cumqZ7kE,sauvignon,2314,IE,16484.0,1638806139881,0,1,0,18,onee_chess,2229,ID,9619.0,-1,7,2,0,52,blitz,French Defense: Queen's Knight,white,resign
7421,c5aUw4kA,like_bull,2347,US,725.0,1638804803196,5,2,4,39,sauvignon,2301,IE,16484.0,-1,5,1,1,23,blitz,Benko Gambit Accepted: Dlugy Variation,black,mate
7422,Kf7CLNG4,sauvignon,2286,IE,16484.0,1638802175380,2,0,0,20,alexmanzoni,2261,IT,9222.0,-1,2,1,1,46,blitz,Pirc Defense,white,resign
7423,aFKYWTV2,luca_mitchell,2193,IT,3722.0,1636392299227,4,2,2,55,sauvignon,2231,IE,16484.0,-1,1,0,4,72,blitz,Rapport-Jobava System,white,outoftime
7424,4T94R5DP,sauvignon,2253,IE,16484.0,1632998798468,5,1,6,115,2700172,1923,UA,1061.0,-1,3,2,3,88,blitz,"Italian Game: Evans Gambit, Stone-Ware Variation",black,outoftime
7425,9ehIyyMm,kirso4ka,2017,RU,2483.0,1631029232281,6,5,8,93,sauvignon,2252,IE,16484.0,-1,5,6,7,77,blitz,Sicilian Defense: Kalashnikov Variation,black,resign
7426,bNow5RXh,strengle,2252,RU,21451.0,1626428651967,4,0,2,64,splitrings,2244,AQ,3939.0,-1,3,1,2,41,bullet,Queen's Gambit Declined: Marshall Defense,black,resign
7427,9IRhRRTb,frostknightwonagain,2240,KP,4052.0,1623618287515,8,2,2,35,splitrings,2211,AQ,3939.0,-1,4,3,1,24,bullet,Hungarian Opening: Slav Formation,black,mate
7428,RzjfOCeN,emanuelgiraldom,2145,CO,3602.0,1622473008437,0,1,3,70,splitrings,2209,AQ,3939.0,-1,1,0,6,103,bullet,"Italian Game: Classical Variation, Greco Gambit, Traditional Line",white,resign
7429,rNENtdlI,jeca-tatu,2217,BR,2957.0,1622255908379,4,5,5,82,splitrings,2229,AQ,3939.0,-1,6,6,3,58,bullet,Queen's Pawn Game: Colle System,black,outoftime
7430,KFWoMxo9,queenchess2,2215,CU,379.0,1622127237971,1,0,3,44,splitrings,2222,AQ,3939.0,-1,2,4,3,81,bullet,Scotch Game: Potter Variation,white,mate
7431,wjnc7T3E,splitrings,2228,AQ,3939.0,1622127175943,0,2,3,118,alpharodioncentauri,2228,PG,2278.0,-1,3,1,3,77,bullet,"Pirc Defense: Austrian Attack, Weiss Variation",black,resign
7432,PQGQJin4,splitrings,2245,AQ,3939.0,1622126106171,12,0,2,54,pcelos,2249,BR,7694.0,-1,8,4,0,40,bullet,Semi-Slav Defense: Main Line,black,outoftime
7433,VRKIpSj0,anas_platyrhynchos,2269,UA,2894.0,1639341028151,5,8,3,62,lance5500,2564,RU,11762.0,-1,6,5,3,43,blitz,Indian Defense,black,mate
7434,eLtWNy7I,nish_3,2219,DE,1862.0,1639340424224,1,0,3,54,lance5500,2562,RU,11762.0,-1,0,1,1,23,blitz,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",black,resign
7435,cTJbUVXF,irijeteveliova,2076,RS,3782.0,1639081954083,1,3,3,52,lance5500,2565,RU,11762.0,-1,4,1,3,52,blitz,"Grünfeld Defense: Three Knights Variation, Paris Variation",draw,draw
7436,li7KKg0s,cemiloktay,2151,TR,27007.0,1639081637160,3,0,1,45,lance5500,2561,RU,11762.0,-1,0,0,0,9,blitz,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",black,mate
7437,z9WvKa1H,archangelthe,2269,TR,3731.0,1639080612374,6,1,3,60,lance5500,2582,RU,11762.0,-1,7,2,4,75,blitz,Indian Defense,white,resign
7438,TffIWKRG,lance5500,2581,RU,11762.0,1638736607095,3,2,0,28,skipper-11,2098,RU,10600.0,-1,5,1,1,40,blitz,Benko Gambit Declined: Quiet Line,white,resign
7439,SSTnCdnZ,misel_mandic,1791,HR,6161.0,1638736492685,6,1,2,100,lance5500,2581,RU,11762.0,-1,2,0,2,59,blitz,Sicilian Defense: Bowdler Attack,black,resign
7440,XjbY5YU2,ashi11,1953,IL,601.0,1638736339014,2,2,2,65,lance5500,2581,RU,11762.0,-1,0,3,0,35,blitz,"King's Indian Defense: Four Pawns Attack, Normal Attack",black,resign
7441,diYUgPUK,elo-hunter2,1695,DE,5650.0,1638736122398,3,3,0,50,lance5500,2581,RU,11762.0,-1,0,0,0,21,blitz,"Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation",black,resign
7442,OkbfKz9K,jacktripper2ccc,2263,US,2173.0,1639226653801,4,1,0,25,atuz,2372,DE,460.0,-1,3,0,2,49,rapid,Queen's Pawn Game: Mason Variation,white,resign
7443,NOJhKUL6,atuz,2387,DE,460.0,1639225604471,5,2,3,45,elmach,2212,IE,361.0,-1,7,1,1,33,rapid,English Opening: Great Snake Variation,black,mate
7444,mvQpKJG7,in_a_jam,2320,GB,4088.0,1639059629275,1,1,0,20,atuz,2284,DE,4101.0,-1,3,0,2,65,blitz,Queen's Pawn Game: Zukertort Variation,white,resign
7445,n1zATwMM,savagemom,2231,RU,2968.0,1638975503061,11,1,3,70,atuz,2098,DE,2820.0,-1,6,3,6,82,bullet,Queen's Pawn Game: Zukertort Variation,white,resign
7446,WDdXJtG5,atuz,2261,DE,4101.0,1638640327647,4,0,3,73,alexandrovitch92,2252,CI,21027.0,-1,1,2,4,110,blitz,Sicilian Defense,white,resign
7447,YX51c0Hc,manwithoutavan4,2198,ZA,642.0,1638784443716,7,1,7,111,zaki19,2204,DZ,10808.0,-1,9,1,5,97,blitz,Queen's Pawn Game,white,outoftime
7448,R4ar00Dl,hecs_mate,2208,PH,4004.0,1638783427615,3,1,4,42,manwithoutavan4,2217,ZA,642.0,-1,5,1,5,65,blitz,Caro-Kann Defense: Exchange Variation,white,resign
7449,ihfxLguA,cuaterov,2267,MX,9303.0,1638782451722,4,1,1,31,manwithoutavan4,2206,ZA,642.0,-1,1,0,0,7,blitz,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",black,mate
7450,X3X9HCLD,manwithoutavan4,2214,ZA,642.0,1638782086878,4,4,4,89,tsschlange,2200,TR,5127.0,-1,5,5,5,72,blitz,"Queen's Pawn Game: Colle System, Anti-Colle",black,resign
7451,UoFVQWU2,tsschlange,2206,TR,5127.0,1638781811210,5,1,3,135,manwithoutavan4,2206,ZA,642.0,-1,2,1,4,107,blitz,Caro-Kann Defense: Tartakower Variation,black,mate
7452,WdO9TY3q,nottodayxd,2378,SA,578.0,1637502845576,6,1,3,117,rashid1968,2314,NO,2310.0,-1,2,2,4,83,rapid,Queen's Pawn Game,black,mate
7453,fmcdbYBj,nottodayxd,2297,SA,5268.0,1636455360355,4,3,2,55,ialwayshangmyking,2240,TD,17146.0,-1,8,0,3,81,blitz,Queen's Pawn Game: Chandler Gambit,white,resign
7454,F2Gj6ea4,saltyclown,2068,CA,14287.0,1635859736049,5,2,5,43,nottodayxd,2322,SA,5268.0,-1,6,4,4,61,blitz,Danish Gambit,white,outoftime
7455,DSRQHWNO,nottodayxd,2330,SA,5268.0,1635741014720,3,3,4,67,kadirsoria,2359,CU,3357.0,-1,3,2,3,53,blitz,Indian Defense: Knights Variation,black,outoftime
7456,1ZNUYdpN,kadirsoria,2353,CU,3357.0,1635740701316,4,1,1,49,nottodayxd,2335,SA,5268.0,-1,1,3,4,92,blitz,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",white,mate
7457,8S7mbRjU,nottodayxd,2329,SA,5268.0,1635740329190,6,2,1,49,kadirsoria,2360,CU,3357.0,-1,4,4,2,76,blitz,Indian Defense: Knights Variation,white,outoftime
7458,3u20uGFu,kadirsoria,2354,CU,3357.0,1635739944554,4,0,5,75,nottodayxd,2334,SA,5268.0,-1,5,2,5,81,blitz,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",white,outoftime
7459,OqC0lpd2,jahranga19,2221,GB,2478.0,1593650423099,2,2,2,135,bobbin559,1610,GB,18852.0,-1,5,3,2,161,blitz,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",black,outoftime
7460,Lu79DzY0,aldrinecoben,2080,PH,3839.0,1593650308406,4,1,3,115,jahranga19,2217,GB,2478.0,-1,5,1,1,67,blitz,Indian Defense: Budapest Defense,black,resign
7461,LQR7PSTL,kasparov9,2114,AR,7184.0,1593649188466,4,4,5,74,jahranga19,2224,GB,2478.0,-1,6,2,7,75,blitz,Indian Defense: London System,draw,draw
7462,og4G1HL9,jahranga19,2219,GB,2478.0,1593649134339,0,0,0,9,jaquesl,2176,AR,24013.0,-1,1,0,1,106,blitz,"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",white,resign
7463,0kZ6TSrB,orlandomorales,1724,CO,4324.0,1593648516655,3,0,1,61,jahranga19,2215,GB,2478.0,-1,0,2,0,33,blitz,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",black,resign
7464,sRk2kslw,jahranga19,2215,GB,2478.0,1593648407928,1,0,1,53,roseca58,1704,CR,20485.0,-1,1,1,3,145,blitz,Sicilian Defense: Smith-Morra Gambit,white,resign
7465,gXaQpTfi,steve_smith,1828,GB,1029.0,1593633907428,5,1,3,85,jahranga19,2232,GB,2478.0,-1,7,3,3,113,blitz,"King's Gambit Declined: Falkbeer Countergambit, Rubinstein Variation",white,resign
7466,85eqqZY8,sadiksmurf,2336,UG,265.0,1633117149525,6,4,1,61,khryseos,2258,MQ,1749.0,-1,3,1,3,83,blitz,Canard Opening,white,resign
7467,fkps8FRo,notzmv,2281,CN,1912.0,1631934283682,3,1,2,55,khryseos,2249,MQ,106.0,-1,4,1,1,29,rapid,"Queen's Gambit Declined: Exchange Variation, Positional Variation",black,resign
7468,0hfR78FN,pawnstructures,2362,SE,16198.0,1631395499892,2,1,5,95,khryseos,2265,MQ,1749.0,-1,6,1,2,62,blitz,Sicilian Defense: O'Kelly Variation,black,resign
7469,S5IBw95S,khryseos,2269,MQ,106.0,1631364679074,3,5,4,71,adolp,2213,UA,26.0,-1,3,5,7,77,rapid,French Defense: Réti-Spielmann Attack,black,outoftime
7470,X5xmhsVG,joecima,2274,US,4928.0,1631234205023,1,2,0,19,khryseos,2283,MQ,106.0,-1,6,0,0,44,rapid,"Sicilian Defense: O'Kelly Variation, Normal System",white,resign
7471,E2dt3MpZ,khryseos,2304,MQ,106.0,1631140594411,8,2,3,57,dalubor,2115,BR,611.0,-1,5,2,3,48,rapid,"Caro-Kann Defense: Panov Attack, Modern Defense",black,resign
7472,JaAG3I9n,khryseos,2275,MQ,1749.0,1630105153852,0,0,3,39,endsonlimarr,2297,BR,14186.0,-1,1,1,1,37,blitz,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",black,resign
7473,rneHcPMT,khryseos,2274,MQ,1749.0,1630088049967,2,1,1,61,ramdon35000,2264,CR,17561.0,-1,3,4,2,97,blitz,Bishop's Opening: Vienna Hybrid,white,mate
7474,m0yTubgq,islamosama51,2234,EG,6099.0,1629924327431,1,1,2,71,khryseos,2303,MQ,106.0,-1,1,1,0,18,rapid,"Sicilian Defense: O'Kelly Variation, Venice System",black,resign
7475,xIfPcqX2,khryseos,2282,MQ,106.0,1627756722006,1,1,1,22,dvk84,2407,RU,534.0,-1,2,1,2,39,rapid,"Caro-Kann Defense: Panov Attack, Modern Defense",white,resign
7476,rDZGzDgb,ilyavas,2154,RU,12182.0,1622826192221,2,0,0,20,khryseos,2162,MQ,1749.0,-1,3,0,1,63,blitz,Sicilian Defense: Alapin Variation,white,resign
7477,5xT30RDg,asanovtimur,2514,RU,297.0,1639496083816,0,0,1,46,pason69,2395,SE,24954.0,-1,1,0,2,68,blitz,"French Defense: Classical Variation, Burn Variation, Main Line",white,resign
7478,nqL3ycVw,pason69,2391,SE,24954.0,1639413506093,3,0,3,38,sreckojr,2342,RS,9026.0,-1,5,1,2,61,blitz,"English Opening: King's English Variation, Reversed Sicilian",white,outoftime
7479,49aWJH1o,pason69,2395,SE,24954.0,1639405013288,8,4,3,62,nasrunayub,2130,ID,31917.0,-1,10,4,4,81,blitz,English Opening: Mikenas-Carls Variation,white,resign
7480,TMOdkD1w,helminator,2381,DE,206.0,1639329349093,5,4,4,60,pason69,2384,SE,24954.0,-1,2,3,6,63,blitz,Sicilian Defense: Classical Variation,black,outoftime
7481,ZPEG0NSY,kenadok81,2146,MY,7051.0,1639024146397,8,0,0,35,indiomiguel,2156,UY,16690.0,-1,7,2,2,61,blitz,English Opening,white,resign
7482,mJkl8IdZ,kenadok81,2145,MY,7051.0,1639012537394,6,0,4,59,juliocesar7797,2180,VE,10620.0,-1,10,1,3,84,blitz,"English Opening: King's English Variation, Two Knights Variation",white,outoftime
7483,LruDKdWw,danielbhqz,2141,CO,3384.0,1638851224157,5,5,2,49,kenadok81,2120,MY,7051.0,-1,10,2,3,49,blitz,Zukertort Opening: Pirc Invitation,stalemate,stalemate
7484,tVaISuPI,bubilosbirro,2042,IT,10608.0,1637252313875,6,1,2,85,kenadok81,2076,MY,4233.0,-1,2,2,2,63,bullet,Rat Defense: Antal Defense,black,resign
7485,59tGYep4,aviel2018,2239,PH,431.0,1637248323711,5,1,0,35,kenadok81,2168,MY,7051.0,-1,2,1,2,92,blitz,Rat Defense: Antal Defense,white,resign
7486,Wikk6bL1,taylorpearson,2240,GB,2568.0,1639403877480,0,2,1,25,con1con2,1446,GB,160.0,-1,4,0,2,50,blitz,"Ruy Lopez: Schliemann Defense, Tartakower Variation",white,mate
7487,CkmYlygN,taylorpearson,2248,GB,2568.0,1639402845326,3,2,6,81,con1con2,1435,GB,160.0,-1,3,1,3,57,blitz,King's Indian Defense: Orthodox Variation,black,resign
7488,UyqCidDz,taylorpearson,2247,GB,2568.0,1639400859469,9,1,2,37,con1con2,1424,GB,160.0,-1,6,1,2,37,blitz,"Ruy Lopez: Schliemann Defense, Tartakower Variation",draw,draw
7489,pW6aX5JX,tasknight,2193,AT,3516.0,1635254236202,4,0,3,49,taylorpearson,2239,GB,2568.0,-1,2,2,4,79,blitz,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",white,resign
7490,DAcAqFdj,taylorpearson,2247,GB,2568.0,1635254008609,2,5,7,106,youssefphy,2129,MA,3566.0,-1,1,2,7,73,blitz,Pirc Defense,black,resign
7491,KJcW2AkL,framspring,2291,FO,2342.0,1635252716874,3,0,0,42,taylorpearson,2259,GB,2568.0,-1,1,3,1,103,blitz,French Defense: Advance Variation,white,resign
7492,pshXo8Mf,taylorpearson,2272,GB,2568.0,1635251648693,2,0,3,31,limarski,2270,PH,4582.0,-1,1,0,2,25,blitz,Sicilian Defense: Old Sicilian,black,resign
7493,wXdr1pw7,nawito,2345,CU,510.0,1635118662462,1,1,4,87,taylorpearson,2393,GB,256.0,-1,2,1,4,68,rapid,"King's Indian Defense: Fianchetto Variation, Yugoslav System",black,resign
